fips,median_age,white_pct,black_pct,hispanic_pct
19079,42.2,87.4,1.2,1.0
19081,44.6,93.7,0.9,0.6
19083,45.2,92.1,1.0,2.6
19085,41.9,96.2,0.1,0.7
19087,40.5,88.0,2.7,2.5
19089,39.3,93.8,0.1,1.6
19091,41.8,91.9,0.3,0.8
19093,42.3,94.2,0.9,1.4
19095,42.2,94.9,0.6,0.5
19097,44.2,95.9,0.8,0.6
19099,41.4,92.8,1.6,0.7
19101,43.5,84.6,5.9,2.1
19103,30.8,77.6,7.6,1.3
19105,43.0,92.4,2.0,1.3
19107,42.8,95.9,0.7,1.0
19109,45.0,93.1,0.6,0.6
19111,43.7,91.6,2.8,0.9
19113,38.5,84.6,5.8,1.2
19115,41.8,82.5,0.6,3.4
19117,43.3,96.0,0.2,0.8
19119,38.1,94.6,0.3,0.8
19121,41.0,95.7,1.3,0.7
19123,39.1,93.2,1.5,1.0
19125,39.7,94.8,0.5,0.4
19127,38.7,74.6,1.9,1.9
19129,42.6,94.4,0.4,1.6
19131,42.2,96.8,0.4,0.3
19133,44.7,94.3,0.2,2.7
19135,42.1,95.3,0.2,2.2
19137,43.8,93.3,0.6,0.9
19139,39.1,82.1,2.9,1.1
19141,39.8,89.9,1.3,0.6
